"module name","license","repository"
"@adobe/css-tools@4.4.4","MIT","https://github.com/adobe/css-tools"
"@alloc/quick-lru@5.2.0","MIT","https://github.com/sindresorhus/quick-lru"
"@ampproject/remapping@2.3.0","Apache-2.0","https://github.com/ampproject/remapping"
"@asamuzakjp/css-color@4.0.5","MIT","https://github.com/asamuzaK/cssColor"
"@asamuzakjp/dom-selector@6.5.6","MIT","https://github.com/asamuzaK/domSelector"
"@asamuzakjp/nwsapi@2.3.9","MIT","https://github.com/dperini/nwsapi"
"@babel/code-frame@7.27.1","MIT","https://github.com/babel/babel"
"@babel/compat-data@7.27.3","MIT","https://github.com/babel/babel"
"@babel/core@7.27.3","MIT","https://github.com/babel/babel"
"@babel/generator@7.27.3","MIT","https://github.com/babel/babel"
"@babel/helper-compilation-targets@7.27.2","MIT","https://github.com/babel/babel"
"@babel/helper-module-imports@7.27.1","MIT","https://github.com/babel/babel"
"@babel/helper-module-transforms@7.27.3","MIT","https://github.com/babel/babel"
"@babel/helper-plugin-utils@7.27.1","MIT","https://github.com/babel/babel"
"@babel/helper-string-parser@7.27.1","MIT","https://github.com/babel/babel"
"@babel/helper-validator-identifier@7.27.1","MIT","https://github.com/babel/babel"
"@babel/helper-validator-option@7.27.1","MIT","https://github.com/babel/babel"
"@babel/helpers@7.27.3","MIT","https://github.com/babel/babel"
"@babel/parser@7.27.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-self@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-source@7.27.1","MIT","https://github.com/babel/babel"
"@babel/runtime@7.27.3","MIT","https://github.com/babel/babel"
"@babel/runtime@7.28.4","MIT","https://github.com/babel/babel"
"@babel/template@7.27.2","MIT","https://github.com/babel/babel"
"@babel/traverse@7.27.3","MIT","https://github.com/babel/babel"
"@babel/types@7.27.3","MIT","https://github.com/babel/babel"
"@csstools/color-helpers@5.1.0","MIT-0","https://github.com/csstools/postcss-plugins"
"@csstools/css-calc@2.1.4","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-color-parser@3.1.0","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-parser-algorithms@3.0.5","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-syntax-patches-for-csstree@1.0.14","MIT-0","https://github.com/csstools/postcss-plugins"
"@csstools/css-tokenizer@3.0.4","MIT","https://github.com/csstools/postcss-plugins"
"@dnd-kit/accessibility@3.1.1","MIT","https://github.com/clauderic/dnd-kit"
"@dnd-kit/core@6.3.1","MIT","https://github.com/clauderic/dnd-kit"
"@dnd-kit/sortable@10.0.0","MIT","https://github.com/clauderic/dnd-kit"
"@dnd-kit/utilities@3.2.2","MIT","https://github.com/clauderic/dnd-kit"
"@emotion/babel-plugin@11.13.5","MIT","https://github.com/emotion-js/emotion/tree/main/packages/babel-plugin"
"@emotion/cache@11.14.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/cache"
"@emotion/hash@0.9.2","MIT","https://github.com/emotion-js/emotion/tree/main/packages/hash"
"@emotion/is-prop-valid@1.3.1","MIT","https://github.com/emotion-js/emotion/tree/main/packages/is-prop-valid"
"@emotion/memoize@0.9.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/memoize"
"@emotion/react@11.14.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/react"
"@emotion/serialize@1.3.3","MIT","https://github.com/emotion-js/emotion/tree/main/packages/serialize"
"@emotion/sheet@1.4.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/sheet"
"@emotion/styled@11.14.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/styled"
"@emotion/unitless@0.10.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/unitless"
"@emotion/use-insertion-effect-with-fallbacks@1.2.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/use-insertion-effect-with-fallbacks"
"@emotion/utils@1.4.2","MIT","https://github.com/emotion-js/emotion/tree/main/packages/utils"
"@emotion/weak-memoize@0.4.0","MIT","https://github.com/emotion-js/emotion/tree/main/packages/weak-memoize"
"@esbuild/darwin-arm64@0.25.5","MIT","https://github.com/evanw/esbuild"
"@floating-ui/core@1.7.0","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/dom@1.7.0","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/react-dom@2.1.2","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/utils@0.2.9","MIT","https://github.com/floating-ui/floating-ui"
"@headless-tree/core@1.4.0","MIT","https://github.com/lukasbach/headless-tree"
"@headless-tree/react@1.4.0","MIT","https://github.com/lukasbach/headless-tree"
"@hookform/resolvers@5.0.1","MIT","https://github.com/react-hook-form/resolvers"
"@isaacs/cliui@8.0.2","ISC","https://github.com/yargs/cliui"
"@jridgewell/gen-mapping@0.3.8","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/set-array@1.2.1","MIT","https://github.com/jridgewell/set-array"
"@jridgewell/sourcemap-codec@1.5.0","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/sourcemap-codec@1.5.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/trace-mapping@0.3.25","MIT","https://github.com/jridgewell/trace-mapping"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@pkgjs/parseargs@0.11.0","MIT","https://github.com/pkgjs/parseargs"
"@playwright/test@1.55.0","Apache-2.0","https://github.com/microsoft/playwright"
"@radix-ui/number@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/primitive@1.1.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/primitive@1.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-accordion@1.2.11","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-alert-dialog@1.1.14","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-arrow@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-avatar@1.1.10","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-checkbox@1.3.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-collapsible@1.1.11","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-collection@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-compose-refs@1.1.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-context-menu@2.2.15","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-context@1.1.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-dialog@1.1.14","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-direction@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-dismissable-layer@1.1.10","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-dropdown-menu@2.1.15","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-focus-guards@1.1.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-focus-scope@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-hover-card@1.1.14","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-id@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-label@2.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-menu@2.1.15","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-navigation-menu@1.2.13","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-popover@1.1.14","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-popper@1.2.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-portal@1.1.9","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-presence@1.1.4","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-presence@1.1.5","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-primitive@2.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-progress@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-radio-group@1.3.8","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-roving-focus@1.1.10","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-roving-focus@1.1.11","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-scroll-area@1.2.9","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-select@2.2.5","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-separator@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-slot@1.2.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-switch@1.2.5","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-tabs@1.1.12","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-toast@1.2.14","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-tooltip@1.2.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-callback-ref@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-controllable-state@1.2.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-effect-event@0.0.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-escape-keydown@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-is-hydrated@0.1.0","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-layout-effect@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-previous@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-rect@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-size@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-visually-hidden@1.2.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/rect@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@reactflow/background@11.3.14","MIT","https://github.com/xyflow/xyflow"
"@reactflow/controls@11.2.14","MIT","https://github.com/xyflow/xyflow"
"@reactflow/core@11.11.4","MIT","https://github.com/xyflow/xyflow"
"@reactflow/minimap@11.7.14","MIT","https://github.com/xyflow/xyflow"
"@reactflow/node-resizer@2.2.14","MIT","https://github.com/xyflow/xyflow"
"@reactflow/node-toolbar@1.3.14","MIT","https://github.com/xyflow/xyflow"
"@remix-run/router@1.23.0","MIT","https://github.com/remix-run/react-router"
"@rolldown/pluginutils@1.0.0-beta.9","MIT","https://github.com/rolldown/rolldown"
"@rollup/rollup-darwin-arm64@4.41.1","MIT","https://github.com/rollup/rollup"
"@rollup/rollup-darwin-arm64@4.52.3","MIT","https://github.com/rollup/rollup"
"@standard-schema/utils@0.3.0","MIT","https://github.com/standard-schema/standard-schema"
"@tailwindcss/typography@0.5.16","MIT","https://github.com/tailwindlabs/tailwindcss-typography"
"@tanstack/react-table@8.21.3","MIT","https://github.com/TanStack/table"
"@tanstack/table-core@8.21.3","MIT","https://github.com/TanStack/table"
"@testing-library/dom@10.4.1","MIT","https://github.com/testing-library/dom-testing-library"
"@testing-library/jest-dom@6.8.0","MIT","https://github.com/testing-library/jest-dom"
"@testing-library/react@16.3.0","MIT","https://github.com/testing-library/react-testing-library"
"@testing-library/user-event@14.6.1","MIT","https://github.com/testing-library/user-event"
"@tweenjs/tween.js@25.0.0","MIT","https://github.com/tweenjs/tween.js"
"@types/aria-query@5.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__core@7.20.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.27.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.20.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/chai@5.2.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-array@3.2.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-axis@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-brush@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-chord@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-color@3.1.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-contour@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-delaunay@6.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-dispatch@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-drag@3.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-dsv@3.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-ease@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-fetch@3.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-force@3.0.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-format@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-geo@3.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-hierarchy@3.1.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-interpolate@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-path@3.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-polygon@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-quadtree@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-random@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-scale-chromatic@3.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-scale@4.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-selection@3.0.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-shape@3.1.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time-format@4.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-timer@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-transition@3.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-zoom@3.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3@7.4.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/dagre@0.7.52","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/debug@4.1.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/deep-eql@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree-jsx@1.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/geojson@7946.0.16","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hast@2.3.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hast@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.17.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdast@4.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ms@2.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@20.17.51","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@18.3.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dropzone@5.1.0","MIT","https://github.com/react-dropzone/react-dropzone"
"@types/react-sparklines@1.7.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-syntax-highlighter@15.5.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@18.3.23","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@19.1.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@2.0.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@ungap/structured-clone@1.3.0","ISC","https://github.com/ungap/structured-clone"
"@vitejs/plugin-react@4.5.0","MIT","https://github.com/vitejs/vite-plugin-react"
"@vitest/expect@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/mocker@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/pretty-format@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/runner@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/snapshot@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/spy@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/utils@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accessor-fn@1.5.3","MIT","https://github.com/vasturiano/accessor-fn"
"agent-base@7.1.4","MIT","https://github.com/TooTallNate/proxy-agents"
"ajv-formats@3.0.1","MIT","https://github.com/ajv-validator/ajv-formats"
"ajv@8.17.1","MIT","https://github.com/ajv-validator/ajv"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@6.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.1","MIT","https://github.com/chalk/ansi-styles"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"arg@5.0.2","MIT","https://github.com/vercel/arg"
"aria-hidden@1.2.6","MIT","https://github.com/theKashey/aria-hidden"
"aria-query@5.3.0","Apache-2.0","https://github.com/A11yance/aria-query"
"aria-query@5.3.2","Apache-2.0","https://github.com/A11yance/aria-query"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"assertion-error@2.0.1","MIT","https://github.com/chaijs/assertion-error"
"attr-accept@2.2.5","MIT","https://github.com/react-dropzone/attr-accept"
"autoprefixer@10.4.21","MIT","https://github.com/postcss/autoprefixer"
"babel-plugin-macros@3.1.0","MIT","https://github.com/kentcdodds/babel-plugin-macros"
"bail@2.0.2","MIT","https://github.com/wooorm/bail"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"bezier-js@6.1.4","MIT","https://github.com/Pomax/bezierjs"
"bidi-js@1.0.3","MIT","https://github.com/lojjic/bidi-js"
"binary-extensions@2.3.0","MIT","https://github.com/sindresorhus/binary-extensions"
"brace-expansion@1.1.12","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.1","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.24.5","MIT","https://github.com/browserslist/browserslist"
"cac@6.7.14","MIT","https://github.com/egoist/cac"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase-css@2.0.1","MIT","https://github.com/stevenvachon/camelcase-css"
"caniuse-lite@1.0.30001718","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"canvas-color-tracker@1.3.2","MIT","https://github.com/vasturiano/canvas-color-tracker"
"ccount@2.0.1","MIT","https://github.com/wooorm/ccount"
"chai@5.3.3","MIT","https://github.com/chaijs/chai"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"character-entities-html4@2.1.0","MIT","https://github.com/wooorm/character-entities-html4"
"character-entities-legacy@1.1.4","MIT","https://github.com/wooorm/character-entities-legacy"
"character-entities-legacy@3.0.0","MIT","https://github.com/wooorm/character-entities-legacy"
"character-entities@1.2.4","MIT","https://github.com/wooorm/character-entities"
"character-entities@2.0.2","MIT","https://github.com/wooorm/character-entities"
"character-reference-invalid@1.1.4","MIT","https://github.com/wooorm/character-reference-invalid"
"character-reference-invalid@2.0.1","MIT","https://github.com/wooorm/character-reference-invalid"
"check-error@2.1.1","MIT","https://github.com/chaijs/check-error"
"chokidar@3.6.0","MIT","https://github.com/paulmillr/chokidar"
"class-variance-authority@0.7.1","Apache-2.0","https://github.com/joe-bell/cva"
"classcat@5.0.5","MIT","https://github.com/jorgebucaran/classcat"
"clsx@2.1.1","MIT","https://github.com/lukeed/clsx"
"cmdk@1.1.1","MIT","https://github.com/pacocoursey/cmdk"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"comma-separated-tokens@1.0.8","MIT","https://github.com/wooorm/comma-separated-tokens"
"comma-separated-tokens@2.0.3","MIT","https://github.com/wooorm/comma-separated-tokens"
"commander@4.1.1","MIT","https://github.com/tj/commander.js"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"cosmiconfig@7.1.0","MIT","https://github.com/davidtheclark/cosmiconfig"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"css-tree@3.1.0","MIT","https://github.com/csstree/csstree"
"css.escape@1.5.1","MIT","https://github.com/mathiasbynens/CSS.escape"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssstyle@5.3.1","MIT","https://github.com/jsdom/cssstyle"
"csstype@3.1.3","MIT","https://github.com/frenic/csstype"
"d3-array@3.2.4","ISC","https://github.com/d3/d3-array"
"d3-binarytree@1.0.2","MIT","https://github.com/vasturiano/d3-binarytree"
"d3-color@3.1.0","ISC","https://github.com/d3/d3-color"
"d3-dispatch@3.0.1","ISC","https://github.com/d3/d3-dispatch"
"d3-drag@3.0.0","ISC","https://github.com/d3/d3-drag"
"d3-ease@3.0.1","BSD-3-Clause","https://github.com/d3/d3-ease"
"d3-force-3d@3.0.6","MIT","https://github.com/vasturiano/d3-force-3d"
"d3-format@3.1.0","ISC","https://github.com/d3/d3-format"
"d3-interpolate@3.0.1","ISC","https://github.com/d3/d3-interpolate"
"d3-octree@1.1.0","MIT","https://github.com/vasturiano/d3-octree"
"d3-path@3.1.0","ISC","https://github.com/d3/d3-path"
"d3-quadtree@3.0.1","ISC","https://github.com/d3/d3-quadtree"
"d3-scale-chromatic@3.1.0","ISC","https://github.com/d3/d3-scale-chromatic"
"d3-scale@4.0.2","ISC","https://github.com/d3/d3-scale"
"d3-selection@3.0.0","ISC","https://github.com/d3/d3-selection"
"d3-shape@3.2.0","ISC","https://github.com/d3/d3-shape"
"d3-time-format@4.1.0","ISC","https://github.com/d3/d3-time-format"
"d3-time@3.1.0","ISC","https://github.com/d3/d3-time"
"d3-timer@3.0.1","ISC","https://github.com/d3/d3-timer"
"d3-transition@3.0.1","ISC","https://github.com/d3/d3-transition"
"d3-zoom@3.0.0","ISC","https://github.com/d3/d3-zoom"
"dagre@0.8.5","MIT","https://github.com/dagrejs/dagre"
"data-urls@6.0.0","MIT","https://github.com/jsdom/data-urls"
"date-fns@4.1.0","MIT","https://github.com/date-fns/date-fns"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.4.1","MIT","https://github.com/debug-js/debug"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"debuglog@1.0.1","MIT","https://github.com/sam-github/node-debuglog"
"decimal.js-light@2.5.1","MIT","https://github.com/MikeMcl/decimal.js-light"
"decimal.js@10.6.0","MIT","https://github.com/MikeMcl/decimal.js"
"decode-named-character-reference@1.1.0","MIT","https://github.com/wooorm/decode-named-character-reference"
"deep-eql@5.0.2","MIT","https://github.com/chaijs/deep-eql"
"dequal@2.0.3","MIT","https://github.com/lukeed/dequal"
"detect-node-es@1.1.0","MIT","https://github.com/thekashey/detect-node"
"devlop@1.1.0","MIT","https://github.com/wooorm/devlop"
"dezalgo@1.0.4","ISC","https://github.com/npm/dezalgo"
"didyoumean@1.2.2","Apache-2.0","https://github.com/dcporter/didyoumean.js"
"dlv@1.1.3","MIT","https://github.com/developit/dlv"
"dom-accessibility-api@0.5.16","MIT","https://github.com/eps1lon/dom-accessibility-api"
"dom-accessibility-api@0.6.3","MIT","https://github.com/eps1lon/dom-accessibility-api"
"dom-helpers@5.2.1","MIT","https://github.com/react-bootstrap/dom-helpers"
"eastasianwidth@0.2.0","MIT","https://github.com/komagata/eastasianwidth"
"electron-to-chromium@1.5.159","ISC","https://github.com/kilian/electron-to-chromium"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"entities@6.0.1","BSD-2-Clause","https://github.com/fb55/entities"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"es-module-lexer@1.7.0","MIT","https://github.com/guybedford/es-module-lexer"
"esbuild@0.25.5","MIT","https://github.com/evanw/esbuild"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"estree-util-is-identifier-name@3.0.0","MIT","https://github.com/syntax-tree/estree-util-is-identifier-name"
